c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment
11596|Customer#000011596| Z0zd2,KlBTPiHpQiX3,|4|14-378-191-5258|4761.15|HOUSEHOLD|iously regular packages. slyly final Tiresias are carefully. blithely silent ideas detect bold foxes. quickl
11597|Customer#000011597|RbaTCJzIVcyv,he1SMT|14|24-242-131-8592|4690.02|HOUSEHOLD|ly bold instructions sleep carefully! blithely regular accounts integrate. special packages acr
11598|Customer#000011598|e4DjsBNHZAoFt PuL EjU1SOadUjTTWXmLb42pr|19|29-156-587-5708|8093.27|MACHINERY|nto beans haggle fluffily idly ironic theodolites. regular, special patterns use by the furiously special th
11599|Customer#000011599|sWtLpVF 37PO,i|15|25-563-558-7918|6684.63|AUTOMOBILE| escapades are accounts. slyly pending packages nag sometimes enticingly even theodolites? carefully pend
11600|Customer#000011600|vzJZpvqGOCSnWdPEnTyQQY|3|13-174-806-4139|3608.13|MACHINERY|otes. instructions sleep carefully. bold foxes are among the carefully i
11601|Customer#000011601|yI6egjwx4DNKE|12|22-523-418-4883|7813.22|BUILDING|ithely according to the final multipliers. regular instructions are. blithely ironi
11602|Customer#000011602|6BR,FbdhqBwirsXwdp2dzHFFK7|12|22-652-615-7931|7760.77|FURNITURE|xes. blithely pending theodolites cajole outside the quickly final notornis. unusual, bus
11603|Customer#000011603|sIh6s0hRkPF5JRe4Sf14,67HzCjXZk|22|32-966-731-6024|6372.87|HOUSEHOLD|regular instructions boost closely blithely express requ
11604|Customer#000011604|xkZulvl00UQPboLzIv9ve2OBRStf 6iCH|1|11-735-748-2429|-79.34|HOUSEHOLD|ts along the pinto beans boost above the furiously bold f
11605|Customer#000011605|qQFTHfuNTl2yyePGEqemO8RTzIi1hATOnFoJE|5|15-662-531-1240|6537.16|MACHINERY|ackages. pending braids about the quickly regular instructions cajole fluffily i
11606|Customer#000011606|gZ0zKjYskkhNA07|6|16-141-454-2714|109.00|FURNITURE|ounts. carefully final accounts sleep regular dinos. furiously ironic waters mold carefully ironic foxes. final,
11607|Customer#000011607|oa,vJl714iR|11|21-383-392-1298|3877.10|BUILDING|s; blithely final Tiresias use furiously final de
11608|Customer#000011608|VM naCbJWPnrHsKnm6no,zq4qbJyrYK8dWb67MRD|2|12-803-234-7778|7444.98|BUILDING|s. bold requests above the bold packages are never final, bold deposits; carefully final deposits play furiously sly
11609|Customer#000011609|Ewn xROYpl8|10|20-986-584-5863|793.41|BUILDING|riously bold deposits. accounts against the express pinto beans nag furiously alongside of the fluffily pending a
11610|Customer#000011610|5PCREeBwh7tQk77hxxLkXxCNiq|5|15-943-816-9197|796.93|MACHINERY|osits integrate about the regular, regular gifts. blithely regular ideas detec
11611|Customer#000011611|IHoNNW87Pd|9|19-532-916-4959|4970.93|AUTOMOBILE|boost after the carefully even instructions. quickly un
11612|Customer#000011612|aUi,i3owVGWlccheshYoKjaK2gx4XJ3hU6|8|18-742-904-9729|-543.58|MACHINERY|iously ironic waters. furiously even deposits use
11613|Customer#000011613|w8JUchEX1af7W|20|30-653-477-5850|2956.73|FURNITURE|ar, regular sheaves will have to are silently-- blithely unusual foxes sublate carefully even excu
11614|Customer#000011614|4  zs1hWm1HzOAGzk 6|9|19-420-657-3256|4806.69|HOUSEHOLD|l pinto beans use carefully blit
11615|Customer#000011615|47GQiplecdjOj8|1|11-583-764-6350|-26.32|BUILDING| wake after the foxes. pending asymptotes wake fluffily about the carefully ironic packages. regular package
11616|Customer#000011616|Cfi9Bls4mglLGDj53xVw pLXB9gca|13|23-444-291-5163|6537.62|AUTOMOBILE|lets maintain. even excuses boost fluffily near the
11617|Customer#000011617|ebYY0xbdcee bpCmEl|13|23-853-687-1790|7824.12|BUILDING|s. slyly special frays across the carefully regular requests doze carefully expr
11618|Customer#000011618|ypALe,dkIT2jDo4xZvZvIdr,lRkJ33bSzV6cW|16|26-798-368-7065|4118.66|FURNITURE|ly quick requests: doggedly slow theodolites use alongside of the final deposits. blithe
11619|Customer#000011619|iojM,6AhoH0ECLqdU2VlSM|9|19-266-983-5714|8348.73|FURNITURE|onic requests shall have to sleep quickly past the clo
11620|Customer#000011620|siWqrCNE7XquIKYxXdfXHUgn0SlvntMqBC3i1,|1|11-155-570-8252|-868.99|BUILDING|beans according to the pending excuses boost furiously careful foxes. final platelets haggle. pending f
11621|Customer#000011621|CpKx9CCLBW3IOE,qMX8Xyx|1|11-214-866-6376|813.60|HOUSEHOLD| even pinto beans. furiously regular deposits across the ironically regular a
11622|Customer#000011622|wjHhQOAR9UlE1vaCyeEpo zEpffBWKNhJRb|21|31-965-340-1316|-909.65|MACHINERY|kages haggle pending requests. carefully final accounts boost. regular requests
11623|Customer#000011623|HGRuPvrcFibg6B6e61PZIacceycffz0|22|32-872-475-8789|-572.50|AUTOMOBILE|s. quickly unusual deposits sleep blithely. ironic packages believe 
11624|Customer#000011624|85fBe8pd2rlW1bxaf6CnyWRmsUncORaFnRY,B1,|15|25-840-812-8455|969.38|MACHINERY|fluffily regular accounts sleep blithely against the furiously ironic pinto beans. furious
11625|Customer#000011625|kdS3jiB9nrqXBps|1|11-103-467-3519|-627.29|MACHINERY|ach blithely. fluffily regular foxes nod quickly quickly ironic
11626|Customer#000011626|nbzUgGCX4UC5qb2f9SK1J5qV,aRlp3331T|10|20-110-810-4218|4079.49|AUTOMOBILE|lyly unusual theodolites cajole furiously silent 
11627|Customer#000011627|KN89SM55 0kbKP2i|3|13-814-356-1329|9900.08|MACHINERY|always carefully special ideas. blithely unusual instructions among the final deposits affix around the
11628|Customer#000011628|ikPYts0WQk8CNqsbw1x,0GEhUP5|18|28-902-285-5646|2731.30|AUTOMOBILE|deas. regular theodolites sleep fur
11629|Customer#000011629|raCQIOpA,pqlqS82MG fa pxFDoE0E|5|15-900-369-3255|-45.69|BUILDING|r deposits. blithely regular foxes sleep furiously slyly special notorn
11630|Customer#000011630|Yo3V3v6gg2PZoPUj0pcIBtwVgacZyPU1HU|10|20-510-193-6854|85.86|HOUSEHOLD|eposits are slyly ironic deposits. slyly st
11631|Customer#000011631|iQRLfjFyfCpSknyKcvDrl3ap|7|17-307-523-6875|-84.16|AUTOMOBILE|usly requests. slyly pending realms snooze furiously. slyly unusual
11632|Customer#000011632|XFJLsTLgL0G3j22olEqEBBIsk7KNb0EnMT|6|16-790-894-5788|2378.08|HOUSEHOLD|refully. ironic requests integrate slyly after the quickly final pin
11633|Customer#000011633|PkN 7yRUrdiRvQq1DDZm3hCuqt|23|33-824-876-9094|3428.23|MACHINERY|regular foxes. fluffily expre
11634|Customer#000011634|x5ykTFgo3oXRZnvW6|13|23-245-394-2637|9199.38|MACHINERY|ular foxes cajole. furiously final foxes haggle car
11635|Customer#000011635|7FbYXkhx0CxJcxU7idlY6FgjcUBuWlJK|3|13-855-319-8861|7133.49|FURNITURE|sual requests. unusual requests across the deposits are slyly bef
11636|Customer#000011636|3rdROwuYZwaEl2RgOJ1wLOnEBQkqGV,Aneup1|1|11-705-670-9206|1581.51|AUTOMOBILE|regular packages. slyly even accounts cajole. final, regular dolphins cajole carefully at the blithely e
11637|Customer#000011637|2GcZc8TVMxu5HsXB8kYhjrvNXinWqK syr8e3WNS|10|20-523-600-8489|2325.79|MACHINERY| above the closely regular orbits. iron
11638|Customer#000011638|YexMDP8ve kt6jo2xX40Gn8LiZ63BtO3|11|21-796-198-6264|4511.88|MACHINERY|ecial ideas nag. quickly even accounts use quickly above the carefully careful asymptotes. blithely express foxe
11639|Customer#000011639|hC6 vrAP42Ipfd09XD7l|23|33-171-454-6865|6249.13|HOUSEHOLD|e regular, special packages-- slyly even foxes unwind fluffily. even, dogg
11640|Customer#000011640|YsFxJWUsja|19|29-563-526-5984|-844.86|AUTOMOBILE|e of the deposits integrate ironic,
11641|Customer#000011641|5OmWIh41wZAc9T97w8SRPZEp8eu|10|20-363-179-5800|-593.65|HOUSEHOLD|counts. blithely ironic ideas haggle? even attainments haggle quickly. furiously pen
11642|Customer#000011642|lAmjDu0BfN|0|10-517-324-2601|8454.70|MACHINERY|ecial platelets are furiously among the silent requests. bold excuses against the furiously 
11643|Customer#000011643|r3cFC7Xp3T 8Xg6|15|25-163-154-4242|9171.84|BUILDING|lar packages. fluffily unusual dolphins across the slyly even i
11644|Customer#000011644|92wS4ujiYaL1Sh ,MK|14|24-940-540-7881|6240.31|BUILDING| sleep across the slyly silent dependencies. quickly unusual packages along the express instructions slee
11645|Customer#000011645|T9bzjeUe6V16oMVvHnJ|6|16-483-726-8149|4957.38|MACHINERY|rbits after the accounts haggle regularly furi
11646|Customer#000011646|zBBMSLzmg3es8kWxtJPzVhclGfKObal|11|21-275-595-3019|2706.02|BUILDING|er the instructions. instructions nag. silen
11647|Customer#000011647|CzIWOk1 T5gSkW8nwWzjtzM|2|12-862-222-4177|4022.03|BUILDING|blithely thin packages are quickly furiously u
11648|Customer#000011648|d7lThBbnLvCHDnlBxr0N3|4|14-968-938-9102|1244.74|HOUSEHOLD| play along the furiously pending instructions! final, regular theodolites boost since the th
11649|Customer#000011649|TrmJr08O5EjcWPMOSr 1BTrj7|13|23-235-739-3235|7261.15|BUILDING|usly slyly special requests. theodolites wa
11650|Customer#000011650|cxGFGdOrall|16|26-452-653-8856|2149.71|BUILDING|s. final, express requests doubt. fluffily ironic dolphins wake quickly after the even, final deposi
11651|Customer#000011651|i6SN6dNkzm|1|11-506-522-5492|4107.90|MACHINERY| pending theodolites. quickly special accounts haggle closely quickly final depo
11652|Customer#000011652|xvrMFaJPFq7Z7WzYE8FWSf5|9|19-260-874-2922|3439.42|AUTOMOBILE|above the final accounts. blithely ironic packages sleep furiously 
11653|Customer#000011653|R42CCai7iW1YPRhzU5clO1cxq|18|28-138-185-9605|-669.37|MACHINERY|play furiously. blithely ironic excuses among the silent accounts use blith
11654|Customer#000011654|U9X7dYQb6wkG8gTU7FmlRT0gM|1|11-624-247-8913|795.57|MACHINERY|yly ironic theodolites. slyly even instructions cajole blithely. slyly final pinto beans cajole car
11655|Customer#000011655|pDKgSVMrceMmhjziBNNpTQz5EJss7OUsW,C6iz|5|15-369-807-3904|4011.49|HOUSEHOLD| quickly across the unusual dolphins. thinly regular depen
11656|Customer#000011656|43acvrfGyM6xw99r1|18|28-256-316-6119|69.58|HOUSEHOLD|ully even sentiments integrate even foxes. bl
11657|Customer#000011657|APvuu4vERqQdv858CFYSHoa1zFiqe6nwpq|20|30-154-153-3612|1427.94|HOUSEHOLD| requests! daring deposits will have to cajole against the final instructions. slyly quick foxes across
11658|Customer#000011658|ryueHcWyQdHDABDqhzAIGzOhwrOtVz81HDedYt,|4|14-905-752-7609|6321.02|AUTOMOBILE|ss, special ideas play across the unusual packages. blithely regular theodolites shall have 
11659|Customer#000011659|tg42LdiZGJ0SxMtoxQNU|1|11-401-674-2711|8473.23|AUTOMOBILE|osits. ironic theodolites haggle above the pending accounts. instructions wake never final 
11660|Customer#000011660|8nKPs0My1uUSPgCAI4IOWXwL1|9|19-436-400-5878|1649.65|HOUSEHOLD|nal packages engage slyly. regular depos
11661|Customer#000011661|tJDLmFO1nZQtDrhnLO|22|32-770-667-4775|3690.96|HOUSEHOLD|along the furiously ironic dolphins haggle slyly fin
11662|Customer#000011662|2xJwGNLCnv8uZaPVMqrJBlElyBP|18|28-454-226-4861|2906.39|FURNITURE|ding, special foxes. deposits print blithely ironic theodolite
11663|Customer#000011663|aRhAnuHAMZ4W2ygFXBIswP3fdEqgPIiB73RRKn0I|16|26-431-891-6470|5733.27|HOUSEHOLD|carefully even instructions. slyly brave warthogs haggle ironically at the exc
11664|Customer#000011664|2Wwt2hfJLkYzGZ6vRJxRLRCmkk tX082GT5XeWHA|16|26-959-757-4725|8116.78|FURNITURE|e fluffily after the pinto beans. requests sleep according to the unusual dependencies. furi
11665|Customer#000011665|UBnr1F5BkVfgpuRd6VUCNhP7ogmHMHVyaQIGeo |3|13-568-583-9511|5735.57|MACHINERY|excuses along the carefully even the
11666|Customer#000011666|fqM FvLxGuQr4JTFKEeaTm PdNGQ|4|14-377-642-9854|2701.83|AUTOMOBILE|structions. express deposits at the blithely regular deposits use slyly bold requests. regularly even depo
11667|Customer#000011667|aVYiRv7Q,JjZ1mXGJiwYHvymG|20|30-693-211-9089|-342.82|BUILDING|ular asymptotes nag slyly pending ho
11668|Customer#000011668|SmGAxJd3tIAbbSCD|4|14-879-501-1822|191.37|MACHINERY|even requests. slyly bold accounts haggle carefully instructions. foxes maintain furiously 
11669|Customer#000011669|x8tOJsQFCaRxSxSQtqYuP8gMh9PV4t8zjMR|22|32-442-291-5780|2266.68|HOUSEHOLD|e blithely silent requests. carefully regular courts wake blithely blithely even pin
11670|Customer#000011670|TEt2wRNwUB1|16|26-235-412-7613|1062.62|HOUSEHOLD| nag blithely slyly ironic packages. blithely regular dolphins cajole carefully 
11671|Customer#000011671|UaWmSCOHcA5jBaFzstf5oUQYutgMk2KSpjs0lZ|13|23-480-899-9628|4395.81|MACHINERY|ng to the packages boost slyly special requests. blit
11672|Customer#000011672|CRMvKdtYs2g92f3HidXwp C6zgE61voDWSq4MFcm|5|15-140-330-4868|2324.53|FURNITURE|o the final, final deposits. slyly regular instructions 
11673|Customer#000011673|Y1Mv 35U4iVWsE255VIjvccKXOwBGcp|24|34-790-713-6704|5417.84|AUTOMOBILE|e packages sleep after the blithely unusual packages. final, ironic packages use slyly about the 
11674|Customer#000011674|ZAvJuPWHF3x|3|13-588-138-8488|8631.02|MACHINERY|haggle fluffily quickly unusual accounts. pending request
11675|Customer#000011675|28XXFEw hEF3Ua5w|3|13-983-273-8303|2643.68|FURNITURE| slyly ironic foxes. quickly re
11676|Customer#000011676|vPMYqxOgBlqb97O05mWos|16|26-996-778-7483|1262.33|AUTOMOBILE| accounts upon the accounts are slyly ironic theodolites
11677|Customer#000011677|AEifUiHDFuTE5 ejiV8|6|16-188-994-3024|5959.76|MACHINERY|ounts use. bold accounts haggle slyly against the final pinto beans. express
11678|Customer#000011678|dbh1PXLo5UZkvFQbn|15|25-558-669-1128|8768.02|HOUSEHOLD|s wake blithely alongside of the carefully regular dependencies. fluffil
11679|Customer#000011679|1fBbhaROAXpTkiIsdDECI8 Z AL|19|29-573-841-4350|6097.33|AUTOMOBILE|al pinto beans nag realms. regular platelets cajole. reg
11680|Customer#000011680|k6fO0QK22f8BuvxU6Mrhw69Yio axRMdqu,p4p|0|10-757-334-6458|-207.35|HOUSEHOLD|ously slyly regular foxes. busy, regular in
11681|Customer#000011681|EQ91uTyDZ08yu90uBlMT38Iv 0qv3|7|17-341-777-6163|30.30|AUTOMOBILE|s haggle quickly ironic packages. even, even dependencies haggle bravely ironic requests. stealthy ideas hag
11682|Customer#000011682|Sa3E ,,r,nVI2ikg7D7e1raSP4g|9|19-234-151-6891|1190.17|BUILDING|ly special instructions are quickly. bold, pending requests haggle quickly. final, ironic reques
11683|Customer#000011683|pnRmuPCWu25hmW8FdxkpR7cu|6|16-426-836-8450|3119.88|HOUSEHOLD|sly. fluffy packages cajole carefully. thin excuses poach. fluffily express deposits integrate slyly against th
11684|Customer#000011684|jJyHcWsJi57oK T|15|25-569-420-6644|7726.08|HOUSEHOLD|eposits sleep daringly around the dinos. 
11685|Customer#000011685|g1YgWlal8x4oeIi7HjqyaHCDFSg0fhb2eeWd|3|13-973-583-6637|6307.70|HOUSEHOLD|gular pinto beans. furiously bold requests cajole slyly according t
11686|Customer#000011686|5R5cVriZiYdJp|18|28-625-525-2715|4523.28|AUTOMOBILE|ng, final accounts against the carefully final notornis eat c
11687|Customer#000011687|N3vBRvKrBPOxk,oEeVCs0KtHPqoAP8fEJ4EI|5|15-922-525-2433|-192.81|AUTOMOBILE|cording to the slyly final deposits. slyly express warhorses sleep fluffily furio
11688|Customer#000011688|xuVkPtnA8wU5Q|14|24-196-788-2683|2295.44|BUILDING|es. enticingly final ideas unwind. pending ideas along the express requests are furiously deposi
11689|Customer#000011689|AOw2AQ8cQR6a|24|34-308-263-5822|404.68|MACHINERY|unusual requests above the silent de
11690|Customer#000011690|X7i0V k nwmXk3dbgOL r7vzbtuo0k|19|29-290-533-1573|1452.01|FURNITURE| slyly special excuses detect quickly regular foxes. carefully silent 
11691|Customer#000011691|qY19QbCDxmVC7LqyF3yiKHmLIw8,|23|33-672-434-6449|3886.64|FURNITURE|lyly unusual requests. ideas are furiously carefully bold accounts. dependencies cajole ca
11692|Customer#000011692|OQDdoLl8wAcY8Jo|10|20-861-534-3967|2686.74|FURNITURE|le carefully express ideas. bold, regular excuses cajole furiously about 
11693|Customer#000011693|zBHRgdn1WbGNRyTxMTy9|5|15-640-929-4230|9995.91|BUILDING|excuses! ironic packages will are at the even, blithe forges. deposits sleep. pending as
11694|Customer#000011694|oYkWN6i3YUSv8EfB4CRVdjGer|5|15-128-874-1799|7259.92|AUTOMOBILE| carefully even theodolites boost about the quickly
11695|Customer#000011695|EVhOD,W1BNv8|10|20-743-602-6864|3586.06|BUILDING|s should sleep blithely bold sentiments. requests wake furi
11696|Customer#000011696|KC,VYGBtpf69pIC8o A1|1|11-293-430-9341|-62.76|AUTOMOBILE|tes snooze furiously blithely ironic requests. ironic courts
11697|Customer#000011697|jIC UHeFS,R7UNM4sXRGqTJUE7|1|11-825-138-6766|-943.75|MACHINERY|ly express deposits are furiously against the packages. accoun
11698|Customer#000011698|I,PSeWw5ZBdUbqVLX|22|32-514-296-4582|9364.69|HOUSEHOLD|kages wake blithely pending accounts. final pinto bea
11699|Customer#000011699|E WbFQ m9zIA 7I,DFpvPTMcdM|7|17-435-532-3534|2469.07|BUILDING|ts. silent foxes boost along the slyly silent requ
11700|Customer#000011700|MGcytLgXL,4Lkxdu9sgFi,Y|24|34-252-519-3042|3690.68|BUILDING|s above the silent deposits sleep against the final, express accounts. fluffily express acc
11701|Customer#000011701|Cy,mLimt8Bcv7jS4YijYdzzmmMoNhYTH|23|33-221-985-3925|9187.28|BUILDING|luffily regular asymptotes are furiously regular dependenc
11702|Customer#000011702|s,f S44uzgpo|2|12-982-192-4469|1603.93|HOUSEHOLD|special packages boost blithely.
11703|Customer#000011703|6xQvlLq6vrXJte4yqjy|3|13-527-876-1773|5242.02|MACHINERY|ns are according to the slyly 
11704|Customer#000011704|iIlAu1kECvuj8i 1UO2l5 49lJbxd1P|14|24-679-334-9708|1713.62|HOUSEHOLD|nts sleep. fluffily final theodolites are quickly instead of the slyly regular deposits. blithely final courts hagg
11705|Customer#000011705|91gXCrPsi,jwce6|6|16-282-958-6101|844.09|BUILDING|accounts are blithely patterns. theodolites nag quickly silent packages. ideas aga
11706|Customer#000011706|iykzpppSAaY9IRtJNjc9c Jx,EdzbNWLkcSva,w5|12|22-485-326-2220|5522.84|HOUSEHOLD|counts according to the even, close requests sleep carefully abo
11707|Customer#000011707|vi fw2dO2oRXAk7erfVLbxTDe2Mhii2|20|30-693-744-6920|2416.86|BUILDING|l packages. express, final packages haggle? blithely
11708|Customer#000011708|mWjJ1Xh5ODgSF|17|27-206-470-8523|6135.16|HOUSEHOLD|pinto beans are fluffily. careful
11709|Customer#000011709|ayCk0LLVpB2spmwUmjNpD7xUDALsDo|24|34-364-319-2515|8633.01|FURNITURE| slyly bold pinto beans. furiously final packages cajole among the reques
11710|Customer#000011710|aveW0,Xnp1zaixJ4gjEB1tyZCW6Q9oO KpY|0|10-579-469-8974|3012.19|BUILDING|t notornis cajole blithely alongside of the enticingly silent pinto beans. special, pe
11711|Customer#000011711|MRqWtgW 9vYE60c6JQjKJat03cXEGHii0jXGL|6|16-653-612-5132|1775.86|FURNITURE|y. carefully regular asymptotes haggle above the theodolites. quickly special deposits use carefully.
11712|Customer#000011712|a5Trx,cl vtT7XYK6XUSEmgngzaF7bs7Vh8muU|10|20-717-927-1637|1811.48|BUILDING|inal, unusual orbits wake fur
